Recherche par filtre (famille/fournisseurs),Unnamed: 1,Unnamed: 2,Unnamed: 3,RECHERCHE PAR MOT CLÉ:,Unnamed: 5,Résultats de votre recherche:,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Episaveurs,43144,SEC,"Poivre gris moulu col (0,14gx2000)    gyma",Colis,,6.778,0,,,,,,
Episaveurs,93027,SEC,Poivre gris moulu sac 1kg   caravelle,KG,1,6.839,6.839,,,,,,
Episaveurs,93039,SEC,Poivre nr grain sac 1kg   caravelle,KG,1,5.465,5.465,,,,,,
Distribouch,N19b,SEC,Pop-corn au caramel toffee sachet 25g,Sachet,30,0.38,11.4,,,,,,
Episaveurs,66616,SEC,Prep boiss choc pdre 32% 1kg   gusto debrio,KG,,3.256,0,,,,,,
Episaveurs,1673,SEC,Raisin sultanine sac 1kg   la pulpe,KG,,2.577,0,,,,,,
Episaveurs,44859,SEC,"Riz 3 selection sac 2,5kg   panzani plus",KG,15,3.8436,57.654,,,,,,
Episaveurs,211731,SEC,Riz lg basmati sac 5kg    victoria,KG,6,1.8544,11.1264,,,,,,
Episaveurs,169371,SEC,"Riz lg etuv spe risotto sac2,5kg    vivien paille",KG,0.5,1.1808,0.5904,,,,,,
Episaveurs,42848,SEC,Roux blc bte 1kg   chef,Boite,,6.825,0,,,,,,
Episaveurs,202892,SEC,Sarrasin grille kasha sac 1kg   sabarot,KG,2,2.498,4.996,,,,,,
Distribouch,Ns17,SEC,Sauce burger classique,bouteille,18,4.675,84.15,,,,,,
Episaveurs,,SEC,sauce salade,bidon 5kg,3.5,5.99,20.965,,,,,,
Episaveurs,87715,SEC,Sce angl worcestershire flc150ml   heinz,flacon,2,1.415,2.83,,,,,,
Episaveurs,99097,SEC,Sce dess caram beur-s btl 1kg   borges,bouteille,2,4.414,8.828,,,,,,
Episaveurs,99130,SEC,Sce dessert caramel btl 1kg   exquizito,bouteille,2.75,4.2,11.55,,,,,,
Episaveurs,184001,SEC,Sce dessert chocolat btl 1kg   borges,bouteille,,4.742,0,,,,,,
Episaveurs,99096,SEC,Sce dessert frt rge btl 1kg   exquizito,bouteille,,4.928,0,,,,,,
Episaveurs,,SEC,Sce dessert manqgue abricot,bouteille,3.5,7.9,27.65,,,,,,
Episaveurs,99099,SEC,Sce dessert moka btl 1kg   exquizito,bouteille,3,4.524,13.572,,,,,,
Episaveurs,,SEC,Sce essert fruit rouge,bouteille,4,4.928,19.712,,,,,,
Episaveurs,43046,SEC,Sce piment rge flc vr 60ml   tabasco,flacon,2,2.885,5.77,,,,,,
Episaveurs,221212,SEC,Sce vinaigr agrum gingem btl 1l   maille,bouteille,,8.438,0,,,,,,
Episaveurs,20122,SEC,Sce vinaigr agrume btl 1l   maille,bouteille,1,7.126,7.126,,,,,,
Episaveurs,20123,SEC,Sce vinaigr basilic btl 1l   maille,bouteille,3,6.953,20.859,,,,,,
Episaveurs,19611,SEC,Sce vinaigr sesame soja btl 1l   maille,bouteille,1.25,7.126,8.9075,,,,,,
Episaveurs,221210,SEC,Sce vinaigr tomate frse btl 1l   maille,bouteille,3,8.438,25.314,,,,,,
Episaveurs,66320,SEC,Sel celeri lot (95gx3)   ducros,KG,3,18.1087719298246,54.3263157894738,,,,,,
Episaveurs,45031,SEC,"Sel fin col (0,8gx2000)    la case aux epices",Colis,,2.833,0,,,,,,
Episaveurs,25254,SEC,Sel mer fin sac 1kg   la tablee,KG,8,0.354,2.832,,,,,,
Episaveurs,160618,SEC,Sesame graine sac 1kg   caravelle,KG,1.2,4.773,5.7276,,,,,,
Episaveurs,163158,SEC,Sirop sucre canne btl 1lx6    gusto debrio,bouteille,,2.176,0,,,,,,
Episaveurs,45729,SEC,Spaghetti qs sac 5kg    pomona episaveurs,KG,8,1.7114,13.6912,,,,,,
Distribouch,Ns10,SEC,Sticks moutarde forte x 500,KG,,5.52666666666667,0,,,,,,
Episaveurs,220898,SEC,Sucre canne pdre bte 1kg   blonvilliers,KG,3.5,1.999,6.9965,,,,,,
Episaveurs,220982,SEC,Sucre glace sac 1kg   commerciale tereos,KG,7,1.637,11.459,,,,,,
Episaveurs,91323,SEC,Sucre mcx n°4 bte 1kg   gusto debrio,KG,,1.02,0,,,,,,
Episaveurs,52705,SEC,Sucre pdre sac 1kg   gusto debrio,KG,9,0.886,7.974,,,,,,
Episaveurs,4405,SEC,Thon lista mcx prec nat pch650g   la pulpe,KG,,6.04615384615385,0,,,,,,
Sysco - frais,42313,SEC,Tomate confite cbr bq1.5kg x6,KG,,7.582,0,,,,,,
Episaveurs,40920,SEC,Tomate dble conc 28% bte 4/4   valtonia,Boite,0,1.779,0,,,,,,
Episaveurs,244443,SEC,Tomate pulpe jus cube bte 5/1   valtonia,Boite,,3.034,0,,,,,,
Episaveurs,244573,SEC,Tomate pulpe jus cube bte4/4   valtonia,Boite,,0.79,0,,,,,,
Episaveurs,43211,SEC,"Vinaigre alcool blc 8° btl1,5l   desbois",bouteille,6,0.668,4.008,,,,,,
Episaveurs,8346,SEC,Vinaigre crm balsa moden btl400ml   borges,bouteille,,5.683,0,,,,,,
Episaveurs,43222,SEC,"Vinaigre vin rge 6° btl1,5l   desbois",bouteille,1,0.997,0.997,,,,,,
Distribouch,Ns15a,SEC,Vinaigrette balsamique 900g,bouteille,3,7.5,22.5,,,,,,
Distribouch,Ns04a,SEC,Vinaigrette classique 900ml,bouteille,,6.95,0,,,,,,
Sysco - frais,41614,SURG,Aiguil.poulet fr st2.5kg env.x4,KG,17.5,7.038,123.165,,,,,,
Caviar surgele,902288,SURG,Aiguillettes de poulet corn flakes     surgele,KG,,8.7,0,,,,,,
Sysco - surgeles,76936,SURG,Ail mcx t&m st250g x10,KG,,3.685,0,,,,,,
Sysco - surgeles,72528,SURG,Aile raie pelee ebarbee iqf min.450g 5kg,KG,,6.411,0,,,,,,
Sysco - surgeles,76574,SURG,Assortiment macaron 12g env. bt72pc x4,Boite,,20.016,0,,,,,,
Sysco - surgeles,5799,SURG,B01 pq.feuil. marg. b.o.2.5mm 625g 16pq,KG,,3.25,0,,,,,,
Sysco - surgeles,39116,SURG,Bille framboise bke st1kg x5,KG,,7.033,0,,,,,,
Caviar surgele,902195,SURG,Blinis au beurre nature     surgele,KG,1.2,16.1,19.32,,,,,,
Caviar surgele,902194,SURG,Blinis poivrons piquillos     surgele,KG,1.2,17.2,20.64,,,,,,
Sysco - surgeles,77646,SURG,Brioche perdue 85g dav x36,Pièce,,0.702277777777778,0,,,,,,
Caviar surgele,902173,SURG,Brochette de poulet bacon     surgele,KG,9,12.9,116.1,,,,,,
Sysco - surgeles,73910,SURG,Brownie aux noix de pécan 58g,Pièce,,0.3,0,,,,,,
Sysco - surgeles,73909,SURG,Brownie nx pecan 80g env.bke pq30pc x4,Pièce,,0.6,0,,,,,,
Sysco - surgeles,72334,SURG,Bun tran sesam (pain hamburger) 55g 48pc,Pièce,144,0.2,28.8,,,,,,
Sysco - surgeles,79521,SURG,Buns eclat graine 85g 11cm x30,Pièce,120,0.3362,40.344,,,,,,
Caviar surgele,902304,SURG,Caponata de légumes     surgele,KG,10,8.45,84.5,,,,,,
Caviar surgele,902302,SURG,Carpaccio de bœuf     surgele,KG,33.6,19.45,653.52,,,,,,
Sysco - surgeles,,SURG,Carpaccio de bœuf     surgele,KG,12.6,16.136,203.3136,,,,,,
Sysco - surgeles,39619,SURG,Champignon emince st2.5kg x4,KG,,1.264,0,,,,,,
Caviar surgele,902177,SURG,Chèvre cube soignon  10*10     surgele,KG,5.25,11.01,57.8025,,,,,,
Caviar surgele,902006,SURG,Chèvre palets     surgele,KG,12.125,11.29,136.89125,,,,,,
Sysco - surgeles,38892,SURG,"Chou-f 30/60 dav st2,5kg x4",KG,,1.064,0,,,,,,
Caviar surgele,902171,SURG,Choux cuits 11 grs     surgele,KG,2.2,12.5,27.5,,,,,,
Sysco - surgeles,38879,SURG,Chute saumon fume atl.st1kg x5,KG,,6.538,0,,,,,,
Sysco - surgeles,71168,SURG,Ciboulette bke st250g x8,botte,1,0.55,0.55,,,,,,
Sysco - surgeles,39438,SURG,Cocktail frts rges st1kg x5,KG,,2.999,0,,,,,,
Sysco - surgeles,33690,SURG,"Coquelet ""a"" pac 500/600g x10",KG,,4.099,0,,,,,,
Sysco - surgeles,36167,SURG,Cord.bleu dinde cuit iqf 125g ct5kg,KG,,3.791,0,,,,,,
Caviar surgele,132078,SURG,Cotes 430 grs     surgele,KG,9.3,18.3,170.19,,,,,,
Sysco - surgeles,,SURG,cote de proc,kg,5,4.615,23.075,,,,,,
Caviar surgele,902305,SURG,Coulant gourmand chocolat     surgele,KG,7.02,9.69,68.0238,,,,,,
Sysco - surgeles,71440,SURG,Coulis extra de framboise 500g x6,Pièce,,2.8,0,,,,,,
Sysco - surgeles,37690,SURG,Coulis framboise 500g x6,KG,,7.82,0,,,,,,
Sysco - surgeles,39664,SURG,Coulis frts exot.fl.soupl.500g x6,Pièce,,2.363,0,,,,,,
Sysco - surgeles,39665,SURG,Coulis xtra frts rges fl.soupl.t&m 500g,Pièce,,5,0,,,,,,
Sysco - surgeles,5994,SURG,Croq.mons.220g bke x18,Pièce,,0.725,0,,,,,,
Caviar surgele,902281,SURG,Crumble aux herbes     surgele,KG,4.5,12.3,55.35,,,,,,
Sysco - surgeles,77925,SURG,Crumble nat. sucre st400g x8,sachet,,3.526375,0,,,,,,
Caviar surgele,902303,SURG,Crumble sucré     surgele,KG,4.5,10.69,48.105,,,,,,
Caviar surgele,132007,SURG,Cubes brochettes 40 grs     surgele,KG,6.6,11.7,77.22,,,,,,
Sysco - frais,41197,SURG,Cuis.canard confit s/v 275/350g x2 x8,KG,,10,0,,,,,,
Sysco - frais,47929,SURG,Cuis.pintade sciee 160/220g x20,KG,,6.978,0,,,,,,
Sysco - surgeles,35722,SURG,Cuis.poulet dej. iqf 180/220g ct5kg,KG,5,2.254,11.27,,,,,,
Sysco - frais,46306,SURG,Cuis.poulet dej.220/240g st10pc x2,KG,,3.06,0,,,,,,
Caviar surgele,902236,SURG,Demi magret de canard crus     surgele,KG,8.2,16.65,136.53,,,,,,
Sysco - surgeles,71522,SURG,Des mangue 20x20mm st1kg x5,KG,,3.516,0,,,,,,
Sysco - surgeles,76871,SURG,Dos cabillaud a/p 180g env. t&m ct5kg,KG,,15.9,0,,,,,,
Sysco - surgeles,72632,SURG,Duo haricot vert & beurre bond 165g 20pc,KG,0,2.622,0,,,,,,
Caviar surgele,132086,SURG,Entrecotes 230 grs      surgele,KG,16.72,18.9,316.008,,,,,,
Caviar surgele,132085,SURG,Entrecotes 300 grs race a viande     surgele,KG,10.51,22.9,240.679,,,,,,
Caviar surgele,132009,SURG,Entrecotes enfants * 4      surgele,KG,9.5,7,66.5,,,,,,
Caviar surgele,902187,SURG,Escalope de foie gras poêlée     surgele,KG,1.44,47.9,68.976,,,,,,
Caviar surgele,902221,SURG,Falafels au quinoa     surgele,KG,4.7,11.88,55.836,,,,,,
Sysco - surgeles,72885,SURG,Fish'nchips colin alsk qsa 115g bke 5kg,KG,4.2,6.813,28.6146,,,,,,
Sysco - surgeles,76864,SURG,Flt bar a/p qsa iqf 165g env.t&m ct3kg,KG,1.4,14.69,20.566,,,,,,
Sysco - surgeles,76863,SURG,Flt daurade royale a/p 150/180g t&m x3kg,KG,,12.352,0,,,,,,
Sysco - surgeles,36318,SURG,Flt dorade seb.iqf 100/140g ct5kg,KG,,7.67,0,,,,,,
Sysco - surgeles,30029,SURG,Flt mign.porc 250/500g ct3/5kg,KG,,7.143,0,,,,,,
Sysco - frais,41536,SURG,Flt mign.porc fr 400/600g vpf st3pc x4,KG,,8.49,0,,,,,,
Sysco - surgeles,4460,SURG,Fond tartelet sucree d10cm 45g 100pc,Pièce,75,0.316,23.7,,,,,,
Caviar surgele,902170,SURG,Fondue d'échalotes     surgele,KG,15.6,10.1,157.56,,,,,,
Caviar surgele,902179,SURG,Galette de soja     surgele,KG,3.2,10.73,34.336,,,,,,
Sysco - surgeles,6367,SURG,Gateau basque bko 1kg x4,Pièce,,3.582,0,,,,,,
Sysco - surgeles,79614,SURG,Gaufre bruxelles iqf mc cain 80g x27,Pièce,61,0.389,23.729,,,,,,
Sysco - surgeles,39894,SURG,Gaufre liege mccain 90g x24,Pièce,,0.584,0,,,,,,
Sysco - frais,47473,SURG,Gesier poulet confit pain/st2kg x3,KG,,4.989,0,,,,,,
Caviar surgele,902279,SURG,Guacamole epicé     surgele,KG,23,9.2,211.6,,,,,,
Sysco - surgeles,,SURG,Haricot beurre,KG,18,2.48,44.64,,,,,,
Sysco - surgeles,,SURG,Haricot vert,KG,18,2.22,39.96,,,,,,
Sysco - surgeles,76833,SURG,Home style fries,KG,156.25,1.163,181.71875,,,,,,
Caviar surgele,902286,SURG,Houmous citron confits     surgele,KG,4.45,7.6,33.82,,,,,,
Caviar surgele,902309,SURG,Jambon à griller     surgele,KG,5.4,9.02,48.708,,,,,,
Sysco - frais,47789,SURG,Jambonn.dinde confite 220/260g st6pc x4,KG,,6.429,0,,,,,,
Caviar surgele,902237,SURG,Léches de porc marinée     surgele,KG,4.2,10.15,42.63,,,,,,
Sysco - surgeles,38904,SURG,"Legume ratatouille st2,5kg x4",KG,,0.984,0,,,,,,
Sysco - surgeles,71839,SURG,Lingotin bke 40g                 160pc,Pièce,,0.079,0,,,,,,
Caviar surgele,902306,SURG,Madeleine salée curry-coco     surgele,KG,1.2,12.2,14.64,,,,,,
Caviar surgele,902307,SURG,Madeleine salée olivade     surgele,KG,1.3,12.2,15.86,,,,,,
Caviar surgele,902308,SURG,Madeleine salée pesto     surgele,KG,2.6,12.2,31.72,,,,,,
Sysco - surgeles,34154,SURG,Magr.can.gras s/v 250/480g x12,KG,,13.501,0,,,,,,
Sysco - surgeles,70214,SURG,Mcx echalote st1kg x5,KG,,2.186,0,,,,,,
Sysco - surgeles,75485,SURG,Melange fdm prec.bko st1kg x5,KG,,5.385,0,,,,,,
Sysco - surgeles,39622,SURG,Melange forest.bke st1kg x3,KG,,4.055,0,,,,,,
Sysco - surgeles,71232,SURG,Mini canele 16g x150,Pièce,,0.132,0,,,,,,
Sysco - surgeles,76497,SURG,Moule corde cuite bio 80-100 t&m 1kg x6,KG,,2.912,0,,,,,,
Caviar surgele,902234,SURG,Nids oignons     surgele,KG,6.3,8.44,53.172,,,,,,
Sysco - frais,40934,SURG,Nx joue porc confite s/v st1.5kg x2,KG,,9.231,0,,,,,,
Sysco - surgeles,38887,SURG,"Oignon emince bke st2,5kg x4",KG,,1.024,0,,,,,,
Caviar surgele,802003,SURG,Os a moelle     surgele,KG,30,3.8,114,,,,,,
Sysco - surgeles,30659,SURG,Oss.buc.veau iqf 150/250g ct5kg,KG,,4.96,0,,,,,,
Caviar surgele,902276,SURG,Paille dessert à cuire     surgele,KG,7.9,9.5,75.05,,,,,,
Sysco - surgeles,73012,SURG,Paupi.veau fic.iqf 160g ct5kg,KG,,5.318,0,,,,,,
Sysco - surgeles,39552,SURG,Pave perene de campagne precuit 450g 9pc,Pièce,20,1.011,20.22,,,,,,
Sysco - surgeles,74281,SURG,Petit pain farine rect.lr 55g x140,Pièce,,0.087,0,,,,,,
Sysco - surgeles,5419,SURG,Pizza fromage bande 500g bko x10,Pièce,,2.356,0,,,,,,
Caviar surgele,902277,SURG,Poche crémeux vanille     surgele,KG,4.6,11.19,51.474,,,,,,
Sysco - surgeles,39610,SURG,Pomme rissolee dav st2.5kg x4,KG,,0.958,0,,,,,,
Sysco - surgeles,35749,SURG,Potato toast mc cain 2 kg           4 st,KG,42,1.89,79.38,,,,,,
Caviar surgele,902311,SURG,Poulet olives-citron vert     surgele,KG,12.96,10.7,138.672,,,,,,
Sysco - surgeles,38471,SURG,Pq. feuil. beurre  bke   714g   16 pq,KG,,4.26,0,,,,,,
Caviar surgele,902152,SURG,Préparation base à tartare     surgele,KG,19,9,171,,,,,,
Sysco - surgeles,35547,SURG,"Pt oignon blc bko st2,5kg x4",KG,,1.291,0,,,,,,
Sysco - surgeles,71597,SURG,"Pt pois xfin bke st2,5kg x2",KG,,1.624,0,,,,,,
Sysco - surgeles,74531,SURG,Puree fraise bq1kg x6,KG,,5.275,0,,,,,,
Sysco - surgeles,74532,SURG,Puree mangue cbr bq1kg x6,KG,1,6.165,6.165,,,,,,
Sysco - surgeles,38766,SURG,Quiche lorraine bande 1kg bko x8,Pièce,,2.488,0,,,,,,
Caviar surgele,902188,SURG,Riz blanc cuisiné     surgele,KG,13.1,5.48,71.788,,,,,,
Sysco - frais,41166,SURG,Roti porc echine 2/2.5kg env.x3,KG,,4.297,0,,,,,,
Sysco - frais,49693,SURG,Roti porc longe 2.5/3.5kg x2,KG,,4.764,0,,,,,,
Sysco - frais,45636,SURG,Roti veau ep.bas car.s/v 2kg env.,KG,,8.791,0,,,,,,
Caviar surgele,902207,SURG,Sauce thai     surgele,KG,3.5,9.5,33.25,,,,,,
Caviar surgele,902287,SURG,Saumon mariné citron poivre     surgele,KG,6.125,28.3,173.3375,,,,,,
Sysco - frais,45767,SURG,Saute agneau s/os 60/80g st2/2.5kg,KG,,16.48,0,,,,,,
Sysco - frais,42427,SURG,Saute dind.s/os s/p 60/90g env.st2.5kg,KG,10,8.33,83.3,,,,,,
Sysco - surgeles,30714,SURG,Saute porc ep.vpf 60/80g ct5kg,KG,,5.055,0,,,,,,
Sysco - frais,41164,SURG,Saute porc s/v 60/80g st2.5kg env.x 2,KG,,4.398,0,,,,,,
Sysco - frais,41615,SURG,Saute poulet fr s/os s/p 30/60g st2.5kg,KG,,5.68,0,,,,,,
Sysco - frais,41483,SURG,Saute veau 60/80g fil st2.5kg,KG,,10.52,0,,,,,,
Sysco - surgeles,70229,SURG,Saute veau ep.bas car.s/os 60/80g 5kg,KG,,7.363,0,,,,,,
Sysco - surgeles,74292,SURG,Sot l'y laisse poulet iqf st1kg x5,KG,,5.659,0,,,,,,
Sysco - frais,41002,SURG,Supreme poulet s/v 160/220g st4pc,KG,,6.538,0,,,,,,
Sysco - surgeles,41002,SURG,Supreme poulet s/v 160/220g st4pc,KG,,6.538,0,,,,,,
Sysco - frais,42223,SURG,Supreme poulet vf s/v 190/250g st4pc,KG,,6.538,0,,,,,,
Sysco - surgeles,79002,SURG,T&m double filet bar 150/180g 3kg,KG,,12.547,0,,,,,,
Sysco - surgeles,36400,SURG,Tarte chocolat 26cm bke 900g x2,Pièce,,4.835,0,,,,,,
Sysco - surgeles,5379,SURG,Tarte citron mering.27cm bko 1kg x2,Pièce,,5.066,0,,,,,,
Sysco - surgeles,36413,SURG,Tarte poire bourdaloue 27cm bke 1.1kg x2,Pièce,,6.98,0,,,,,,
Sysco - surgeles,6872,SURG,Tartelette tatin 130g bke x24,Pièce,,1.031,0,,,,,,
Caviar surgele,902240,SURG,Tataki de thon     surgele,KG,6.8,17.89,121.652,,,,,,
Caviar surgele,902310,SURG,Tranche de poitrine de porc fumée cuite 20 grs     surgele,KG,7.6,12.7,96.52,,,,,,
Sysco - frais,49143,SURG,Travers porc rotiss.vpf 1.5kg mdg x6,KG,,7.473,0,,,,,,
Caviar surgele,132077,SURG,Trésor du louchebem (pièce de 350g)     surgele,KG,0.752,19.3,14.5136,,,,,,
Sysco - surgeles,4483,SURG,Wing poulet(aileron) texmex iqf ct5kg,KG,,4.998,0,,,,,,
,,,,,,,0,,,,,,
,,,,,,,0,,,,,,
Total,,,,,,,11112.1506107895,,,,,,
